item_id,relative,line_start,line_end,historical_status,verdict,reason,current_independent_evidence,original_text
FFH-0194,PLANNING_STATUS.md,33,33,historical_requirement_or_finding,historical_only,本项是有日期的计划路由/授权边界或他仓状态引用，不以引用者重复声明作独立实施证据；相应他仓owner逐项审。,原文链接；root inventory三仓范围；历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 13 | 机器门展开 95 门 | [gate-dag.json](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/gate-dag.json) | 全 pending | 只验计划结构 |
FFH-0195,PLANNING_STATUS.md,34,34,historical_requirement_or_finding,historical_only,本项是有日期的计划路由/授权边界或他仓状态引用，不以引用者重复声明作独立实施证据；相应他仓owner逐项审。,原文链接；root inventory三仓范围；历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 14 | 审计报告群 | [filing-audit](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/filing-audit.md) / [assurance-audit](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/assurance-audit.md) / [upstream-asset-audit](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/upstream-asset-audit.md) / [legacy-inheritance](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/legacy-inheritance.md) | 只读审计已交付 | 需独立复核 |
FFH-0196,PLANNING_STATUS.md,35,35,historical_requirement_or_finding,historical_only,本项是有日期的计划路由/授权边界或他仓状态引用，不以引用者重复声明作独立实施证据；相应他仓owner逐项审。,原文链接；root inventory三仓范围；历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 15 | 独立审查群 | [assurance](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/assurance-independent-review.md) / [retention](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/retention-independent-review.md) / [plan](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/remediation-plan-independent-review.md) / [consistency](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/document-consistency-review.md) | 历史/计划级 | 不绑定 R4 当前版本 |
FFH-0197,PLANNING_STATUS.md,36,36,historical_requirement_or_finding,historical_only,本项是有日期的计划路由/授权边界或他仓状态引用，不以引用者重复声明作独立实施证据；相应他仓owner逐项审。,原文链接；root inventory三仓范围；历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 16 | 并发差异覆盖（9/7） | [current-delta-2026-09-07.md](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/current-delta-2026-09-07.md) | 覆盖 9/6 观测 | 旧反证须新 HEAD 复验 |
FFH-0198,PLANNING_STATUS.md,37,37,historical_requirement_or_finding,historical_only,本项是有日期的计划路由/授权边界或他仓状态引用，不以引用者重复声明作独立实施证据；相应他仓owner逐项审。,原文链接；root inventory三仓范围；历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 17 | **Worker v5 独立计划**（V5-1/2/3 pending） | [v5 README](../company-wiki/docs/plans/source-catalog-worker-recovery-v5-2026-09-03/README.md) / [task_plan](../company-wiki/docs/plans/source-catalog-worker-recovery-v5-2026-09-03/task_plan.md) | V5_BASELINE_READY / VERSION_CONTRACT_PENDING / NOT_IMPLEMENTATION_AUTHORIZED | 与主线不合并；H01 为恢复前置 |
FFH-0199,PLANNING_STATUS.md,38,38,historical_requirement_or_finding,historical_only,本项是有日期的计划路由/授权边界或他仓状态引用，不以引用者重复声明作独立实施证据；相应他仓owner逐项审。,原文链接；root inventory三仓范围；历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 18 | GP 组（历史执行/批准 + 部署尾项） | [remaining-gap-closure](../revenue-forecast/assurance/runs/2026-09-02_remaining-gap-closure/task_plan.md) | 历史 + 部署尾项 | 不并行领取；旧批准不扩为新许可 |
FFH-0200,PLANNING_STATUS.md,39,39,historical_requirement_or_finding,historical_only,本项是有日期的计划路由/授权边界或他仓状态引用，不以引用者重复声明作独立实施证据；相应他仓owner逐项审。,原文链接；root inventory三仓范围；历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,| 19 | 文档同步（9/4，历史） | [planning-sync-2026-09-04](../company-wiki/docs/plans/planning-sync-2026-09-04/task_plan.md) | 历史交付 | 历史 hash 库存非当前合同 |
FFH-0201,PLANNING_STATUS.md,41,41,historical_requirement_or_finding,historical_only,本项是有日期的计划路由/授权边界或他仓状态引用，不以引用者重复声明作独立实施证据；相应他仓owner逐项审。,原文链接；root inventory三仓范围；历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,**登记纪律**：新增计划/审计目录必须先在上表登记入口与边界，再进入任何执行讨论；未登记的计划视为未授权。
FFH-0202,PLANNING_STATUS.md,45,45,historical_requirement_or_finding,supported_scoped,TERMINAL_NOTICE确标closed_superseded_incomplete；旧三件套不应被当活动验收。,TERMINAL_NOTICE.json,- 根 `task_plan.md`、`findings.md`、`progress.md` 由 [TERMINAL_NOTICE](TERMINAL_NOTICE.json) 标为 `closed_superseded_incomplete`，原文保留，不是活动队列。旧8/9 FCAP是中间接管入口。
FFH-0203,PLANNING_STATUS.md,46,46,checked_complete_or_pass_claim,insufficient_evidence,117 accepted是机器登记状态，并不证明117原目标均实现；需逐receipt及真实业务证据。,revenue-forecast/assurance/unified_completion/state.json；root跨仓独立复审,- [统一机器账本](../revenue-forecast/assurance/unified_completion/state.json) 当前记录 `plan_status=completed`、`implementation_status=completed`、117/117 units accepted；只是账本读取，不是本次复跑117项及全部依赖收据验收。
FFH-0204,PLANNING_STATUS.md,47,47,historical_requirement_or_finding,historical_only,本项是有日期的计划路由/授权边界或他仓状态引用，不以引用者重复声明作独立实施证据；相应他仓owner逐项审。,原文链接；root inventory三仓范围；历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,- [GP计划](../revenue-forecast/assurance/runs/2026-09-02_remaining-gap-closure/task_plan.md)保留历史执行和批准记录；新的效果缺口统一路由到[15包修复计划](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/remediation-plan.md)，不重复领取。GP-008参数已在2ff20d9修复，但实际部署证据/真实roots CI/生产语义尚未全面关闭。
FFH-0205,PLANNING_STATUS.md,48,48,historical_requirement_or_finding,supported_scoped,范围说明与当前harness源码一致。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope,- [E2E设计](e2e/E2E_DESIGN.md) 已按当前 companies-root reuse-only 实现收窄；它不是完整三仓全链路保证。
FFH-0206,PLANNING_STATUS.md,49,49,historical_requirement_or_finding,supported_scoped,FC903旧receipt只绑定旧triplet；hash链当前仍不闭合，不能扩为当前HEAD。,tests/pure_probes.json; pure_probes.py,- `assurance/fc/FC-903/03_change_contract.md`、`REVIEWER_REPORT.md`及两个receipt为历史审查证据，保持原字节；其范围不覆盖当前HEAD所有后续变更。
FFH-0207,PLANNING_STATUS.md,50,50,historical_requirement_or_finding,supported_scoped,本轮递归清单仍只有根三件套，另有关联E2E/refs/FC903；历史9份732行数量只保留其时间范围。,inventory/filing-fetch.json; scope_manifest.json,- 递归源码目录与Git清单仅发现一组三件套；缓存/运行生成物不是活动规划。完整9份732行阅读覆盖和支持代码证据见 [独立审计](../company-wiki/docs/plans/planning-sync-2026-09-04/filing-fetch-audit.md)。
FFH-0208,PLANNING_STATUS.md,54,54,checked_complete_or_pass_claim,supported_scoped,至少deadline、失败计数、policy缺失兼容和完整E2E缺口当前仍见代码/探针；不声称本轮已重新执行全部wiki侧反例。,company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/filing-audit.md:35–120 (历史反证，已按当前filing代码/clock复核相关面); tests/pure_probes.json; pure_probes.py,9/6[逐项filing审计](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/filing-audit.md)确认policy传递、eligible副本选择、期间修订、补缺授权/deadline/失败计数及完整E2E仍有缺口，对应WP02/03/04/06/13。117 accepted只作历史登记，不能再解释为原完整目标全部解决。现有synthetic harness保留为T1，真实文件、真实生产入口和真实provider的E2E另列，不以改golden或合成fallback关闭。
FFH-0209,PLANNING_STATUS.md,56,56,checked_complete_or_pass_claim,historical_only,本项是有日期的计划路由/授权边界或他仓状态引用，不以引用者重复声明作独立实施证据；相应他仓owner逐项审。,原文链接；root inventory三仓范围；历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,根文档的66/113 tests、96% coverage、未提交、无pyproject、当前基线及D1–D15缺陷清单均属历史。HK早期阻断已在后文追记FY2025修正后跑通；不重复记为当前阻断，也不把旧成功当今天已通过。
FFH-0210,PLANNING_STATUS.md,58,58,historical_requirement_or_finding,supported_scoped,独立重算仍hash mismatch；计划核验器仍漏Phase4并全局借用其他phase日志，历史警告未失效。,tests/pure_probes.json; pure_probes.py; tests/plan_verifier.stdout.txt,FC-903存在 `receipt_binding_mismatch`：reviewer所指implementer SHA256为 `010d0b9e9f4547ef2a71d9e7b47a90eb768744c8dca4825fe6b32ea157bdb3df`，当前文件为 `010699cab407eb20aafd7f985ed494e262d84f2fd0c3c479e83c2c1ed96f089d`。CRLF转LF后仍不匹配；原因与原始签署字节需后续独立核对。本次不改收据、重签或撤销旧verdict，不能声称当前两文件形成完整互证链。
FFH-0211,PLANNING_STATUS.md,62,62,historical_requirement_or_finding,supported_scoped,独立重算仍hash mismatch；计划核验器仍漏Phase4并全局借用其他phase日志，历史警告未失效。,tests/pure_probes.json; pure_probes.py; tests/plan_verifier.stdout.txt,- 只读 `python -B tools/verify_plan_claims.py --plan task_plan.md --progress progress.md --json` 返回exit 0、ok=true，但只识别Phase 1/2/3/5/6，漏掉带HK环境阻断后缀的Phase 4；不是全面闭环证明。
FFH-0212,PLANNING_STATUS.md,63,63,historical_requirement_or_finding,superseded,当前shell读取core.hooksPath为.githooks且wrapper已改为轻量框架；旧“未选用”状态已过时。Python子进程读取另遇dubious ownership，保留环境限制。,.githooks/pre-commit; 当前git config --get core.hooksPath工具回执,- 本地pre-commit现用ruff/mypy轻量检查，旧`.githooks`全量脚本未被core.hooksPath选用；完整测试另行执行。
FFH-0213,PLANNING_STATUS.md,64,64,historical_requirement_or_finding,historical_only,本项是有日期的计划路由/授权边界或他仓状态引用，不以引用者重复声明作独立实施证据；相应他仓owner逐项审。,原文链接；root inventory三仓范围；历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,- 本次不修改代码、安装镜像、生产配置或机器任务，不启动worker，不更改Git全局设置。源项目下一步修复需另外授权；本页不是重开旧计划的指令。
FFH-0214,CHANGELOG.md,5,15,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- **Worker pause-around for downloads.** `ensure --allow-download` no longer
  blocks behind the company-wiki background worker's long batches (e.g.
  `backfill_text_fingerprints` over 20k+ documents), which hold the global
  catalog `operation.lock` and previously turned every fetch into a 15-minute
  silent retry. `resolve_filing()` now wraps the download in a
  `PausedWorkerScope`: it pauses the worker (releasing the lock — the stale
  `operation.lock` is auto-reclaimed once the holder pid is dead), runs the
  download with the new company-wiki `--allow-acquisition-while-paused` opt-in,
  and resumes the worker afterwards so its pending batch continues
  (pending-driven, idempotent). A worker already stopped, or paused by the
  user, is left untouched — a user-initiated pause is never resumed."
FFH-0215,CHANGELOG.md,16,18,historical_requirement_or_finding,contradicted,无锁read-modify-write refcount在双注册交错下两个参与者均first，最终丢一个pid；并发安全/仅最后resume承诺未成立。,tests/pure_probes.json; pure_probes.py; scripts/fetch_filing.py:_register/_write_pause_entries,"- **Concurrency-safe.** A refcount file (`.source_catalog/filing_fetch_pause.refcount`,
  pruned by pid liveness) with an owner marker ensures concurrent fetches share
  one pause and only the last participant resumes; crashed fetches self-heal."
FFH-0216,CHANGELOG.md,19,23,historical_requirement_or_finding,contradicted,CLI flags存在，但worker_resume_failed只作为文档概念；__exit__实际print warning且不输出该结构化error code，机器调用方无法据此识别。,scripts/fetch_filing.py:PausedWorkerScope.__exit__; SKILL.md:151–153,"- **New CLI flags** (fetch_filing.py): `--no-pause-worker` (legacy behavior),
  `--worker-graceful-timeout-seconds` (default 5), `--worker-resume-wait-seconds`
  (default 5). New error codes `worker_pause_failed` / `worker_resume_failed`;
  a resume failure warns (the handle is still returned) and instructs a manual
  `worker-resume`."
FFH-0217,CHANGELOG.md,24,25,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- **filing_fetch_client.py** (revenue-forecast side) passes `--no-pause-worker`
  through when `pause_worker=False`; default behavior is unchanged."
FFH-0218,CHANGELOG.md,26,27,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Requires company-wiki with the `ensure --allow-acquisition-while-paused`
  flag (company-wiki CHANGELOG, 2026-08-04)."
FFH-0219,CHANGELOG.md,28,32,historical_requirement_or_finding,historical_only,历史测试总数、live06082/HK成功或迁移数量未以原始日志在本轮重放；保留历史范围，不等于现行生产。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,"- Tests: 4 new mock tests for the pause-around (pause+resume, user-paused
  respect, stopped-worker no-op, legacy `--no-pause-worker`); 97 mock tests +
  27 subtests pass. Live E2E verified against the production wiki: worker
  paused during the 06082.HK download, capture-ready handle returned, worker
  resumed and its batch continued from the same pending count."
FFH-0220,CHANGELOG.md,36,42,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Error classification aligned with the documented contract: config failures
  now carry `config_error`, identity failures `identity_error`, unreusable
  sources `not_found` (missing / ambiguous / identity_conflict / incomplete
  provenance), and contract violations `upstream_error`. The response
  `schema_version` of resolve/ensure/identity is now validated against
  `SUPPORTED_COMPANY_WIKI_CONTRACTS` (which is now a real table, not a
  frozenset) and mismatches fail closed as `upstream_error`."
FFH-0221,CHANGELOG.md,43,46,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- A paused company-wiki worker is now detected: the upstream
  `RuntimeError(""source acquisition is paused; …"")` envelope maps to
  `worker_paused` (retryable, exit 2) instead of `fatal`; it is never
  auto-retried (unlike `catalog_locked`)."
FFH-0222,CHANGELOG.md,47,48,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Subprocess timeouts (an attempt outliving the remaining deadline budget)
  classify as `upstream_error` instead of `fatal`."
FFH-0223,CHANGELOG.md,49,51,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Request validation tightened: `company_query` is required non-empty trimmed
  text, the `market` hint must be `CN`/`HK`/`US` when provided, `fiscal_year`
  rejects floats, and the handle `request_id` must be non-empty trimmed text."
FFH-0224,CHANGELOG.md,52,53,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- `main()` now maps stdin / `--request-file` parse failures, non-object JSON,
  and unreadable files to `request_error` (exit 2) instead of a generic fatal."
FFH-0225,CHANGELOG.md,54,56,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- `exchange` hints are documented as identity-stage-only: the upstream
  `--entity` source commands silently ignore them and filing-fetch discards
  them after identify."
FFH-0226,CHANGELOG.md,57,62,historical_requirement_or_finding,historical_only,历史测试总数、live06082/HK成功或迁移数量未以原始日志在本轮重放；保留历史范围，不等于现行生产。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,"- Three-layer test matrix: mock contract tests (89), real-code isolated-wiki
  E2E (13 offline scenarios: reuse, missing, partial provenance, corruption,
  identity, catalog-lock retry/deadline, worker pause), and opt-in real
  download E2E (CN/US verified live; HK blocked by a dayu-agent RapidOCR
  native crash on this machine), plus a rewritten live conformance suite
  against the production wiki (incl. a production round-trip)."
FFH-0227,CHANGELOG.md,66,70,historical_requirement_or_finding,contradicted,overall deadline承诺被10s预算→14s反例推翻；worker余时最少10s亦超已过期deadline。,tests/pure_probes.json; pure_probes.py,"- Catalog lock contention (`CatalogOperationLockedError`) is now classified as
  retryable (`catalog_locked` status instead of `fatal`). The CLI retries locked
  calls with exponential backoff (5 s, ×2) bounded by the overall
  `--timeout-seconds` deadline, so interactive fetches self-heal while the
  background worker holds the catalog lock."
FFH-0228,CHANGELOG.md,71,71,historical_requirement_or_finding,superseded,后来新增upstream_error与catalog_busy/db_timeout、policy外部根及latest ensure metadata-only；旧语义不代表当前完整合同。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main","- Non-lock upstream errors remain fail-closed (`fatal`, not retryable)."
FFH-0229,CHANGELOG.md,75,77,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Hardened the request contract: schema 1.1 rejects unknown fields, requires
  `company_query` for every request, validates dates as YYYY-MM-DD, and forbids
  legacy explicit-entity requests that bypass identity verification."
FFH-0230,CHANGELOG.md,78,80,historical_requirement_or_finding,superseded,后来新增upstream_error与catalog_busy/db_timeout、policy外部根及latest ensure metadata-only；旧语义不代表当前完整合同。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main","- Added deep handle validation: required fields, path containment inside the
  company-wiki `companies/` subtree, lowercase SHA-256, HTTPS URLs, byte-size
  consistency, file content hashes, and published-date ≤ as-of-date."
FFH-0231,CHANGELOG.md,81,82,historical_requirement_or_finding,contradicted,overall deadline承诺被10s预算→14s反例推翻；worker余时最少10s亦超已过期deadline。,tests/pure_probes.json; pure_probes.py,"- Added an overall monotonic deadline with `--timeout-seconds`; each subprocess
  only receives the remaining time."
FFH-0232,CHANGELOG.md,83,84,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Structured error taxonomy (`FilingFetchError.code`) with `retryable` flag and
  machine-consumable error JSON (`error_code`, `retryable`)."
FFH-0233,CHANGELOG.md,85,86,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Extracted `filing_contracts.py` (version constants, error class, request/handle
  validation) from the CLI module."
FFH-0234,CHANGELOG.md,87,87,historical_requirement_or_finding,historical_only,历史测试总数、live06082/HK成功或迁移数量未以原始日志在本轮重放；保留历史范围，不等于现行生产。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,- Increased test coverage from 76 % (13 tests) to 86 % (42 tests).
FFH-0235,CHANGELOG.md,91,91,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Extracted the on-demand, market-routed filing fetch out of `revenue-forecast` (`company_wiki_source.py`) into a standalone, reusable skill."
FFH-0236,CHANGELOG.md,92,92,historical_requirement_or_finding,superseded,后来新增upstream_error与catalog_busy/db_timeout、policy外部根及latest ensure metadata-only；旧语义不代表当前完整合同。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main","- Thin client over company-wiki's acquisition engine: identify → resolve (reuse) → ensure (download only with `--allow-download`); routing CN→StockInfo/cninfo, HK/US→dayu is owned by company-wiki."
FFH-0237,CHANGELOG.md,93,93,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- Fixed the unreachable CLI: added the `if __name__ == ""__main__""` guard so `python scripts/fetch_filing.py` actually runs."
FFH-0238,CHANGELOG.md,94,94,historical_requirement_or_finding,supported_scoped,当前局部实现/合同测试支持该能力；版本发布文字不扩大成全部真实场景成功。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)",- Revenue-specific capture-record building (`build_revenue_source_record`) remains in revenue-forecast; this skill returns a generic capture-ready handle.
FFH-0239,CHANGELOG.md,95,95,historical_requirement_or_finding,historical_only,历史测试总数、live06082/HK成功或迁移数量未以原始日志在本轮重放；保留历史范围，不等于现行生产。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,- Ported 12 fetch contracts from revenue-forecast's test suite.
FFH-0240,SKILL.md,1,4,historical_requirement_or_finding,insufficient_evidence,reuse-first正常复用成立；“never downloaded twice”全称缺乏失败恢复/跨binding并发证明，新文件落盘未索引已可导致重请求missing。,revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json; company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/filing-audit.md:35–120 (历史反证，已按当前filing代码/clock复核相关面),"---
name: filing-fetch
description: Fetch a company financial filing into company-wiki on demand. Reuses an existing filing if one is already indexed; otherwise, only when explicitly authorized, downloads via the correct market tool — A-shares (CN) via StockInfoDLSimple/cninfo, HK and US via dayu-agent — and stores the new file under company-wiki's companies/{entity}/raw/financial_reports/{kind}/ with immutable provenance. Use when any skill (revenue-forecast, invest-*, industry-research) needs an annual/quarterly/semi-annual report or regulatory filing and must not blindly re-download.
---"
FFH-0241,SKILL.md,7,9,historical_requirement_or_finding,insufficient_evidence,reuse-first正常复用成立；“never downloaded twice”全称缺乏失败恢复/跨binding并发证明，新文件落盘未索引已可导致重请求missing。,revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json; company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/filing-audit.md:35–120 (历史反证，已按当前filing代码/clock复核相关面),"v1.4.0 — on-demand, market-routed fetch of a company financial filing into the
shared `company-wiki` catalog, with **reuse-first** semantics so the same
filing is never downloaded twice."
FFH-0242,SKILL.md,13,15,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","1. **Validate request** — schema 1.1 rejects unknown fields, requires
   `company_query` (legacy explicit-entity requests are forbidden), and
   validates dates as `YYYY-MM-DD`."
FFH-0243,SKILL.md,16,17,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","2. **Identify** the company (fuzzy name / brand / ticker) to **one verified,
   active security** with a canonical `market` + `security_id`."
FFH-0244,SKILL.md,18,19,historical_requirement_or_finding,supported_scoped,本项在schema1.1/exact或明确局部边界内与当前代码及合同测试一致；未由此证明公司资料内容正确或下游已ready。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","3. **Resolve (reuse)** — query company-wiki for an already-indexed, capture-ready
   filing. If found, validate the handle and return it — no download."
FFH-0245,SKILL.md,20,29,historical_requirement_or_finding,insufficient_evidence,顺序mock及真实用户已paused不resume成立，但并发安全、状态查询失败、过期清理的完整承诺未成立。,tests/pure_probes.json; pure_probes.py; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,"4. **Pause around downloads (worker)** — before an authorized download, the
   company-wiki background worker is paused if it is running and enabled. The
   worker's long batches (e.g. `backfill_text_fingerprints` over 20k+ documents)
   hold the global catalog `operation.lock`, which would otherwise block the
   download until a 900-second retry deadline; pausing releases the lock and the
   stale lock is auto-reclaimed. After the download the worker is resumed so its
   pending batch continues (batches are pending-driven and idempotent). A worker
   that is already stopped, or paused by the user, is left untouched — a
   user-initiated pause is **never** resumed. Pass `--no-pause-worker` for the
   legacy behavior."
FFH-0246,SKILL.md,30,36,historical_requirement_or_finding,contradicted,实际schema1.2 latest_as_of无allow_download仍调用ensure做metadata discovery；“ensure only flag”文字过时。下载授权与发现授权需分开定义。,scripts/fetch_filing.py:mode/is_latest/action分支; tests/test_fc802_gap_orchestration.py,"5. **Ensure (download) — only with `--allow-download`** — if missing and
   authorized, company-wiki routes by market. New bytes are written into
   `companies/{entity}/raw/financial_reports/{annual|semi_annual|quarterly}/`
   (kind-to-subdirectory mapping; other kinds use their own subdirectory) with
   a `<file>.source.json` provenance sidecar. The download runs with the
   company-wiki `--allow-acquisition-while-paused` opt-in so the deliberate
   pause-around does not trip the paused-acquisition guard."
