item_id,case_id,source_file,source_line,conclusion,reason,current_evidence,source_text
A13-047:L0023,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,23,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,- [ ] 前置单元状态为accepted/already_satisfied，且receipt未过期。
A13-047:L0024,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,24,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,- [ ] 工作文件allowlist互不重叠；shared schema/registry只有一个writer。
A13-047:L0025,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,25,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,- [ ] 使用短ASCII可写basetemp做控制组；中文/长路径是独立变量组。
A13-047:L0029,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,29,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,- [ ] RED从公开/production入口触发；直接调用私有helper只能算T0。
A13-047:L0030,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,30,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,- [ ] 先证明当前代码确实失败，并保存exit、business outcome、trace、oracle和side effects。
A13-047:L0031,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,31,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,- [ ] 环境错误单独分类；不得为让RED出现而故意破坏fixture。
A13-047:L0032,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,32,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,- [ ] 正例、负例至少各一；安全/事务/复用/迁移再加fault和mutation。
A13-047:L0033,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,33,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,- [ ] “结构化错误返回”只证明错误合同，不证明成功旅程。
A13-047:L0034,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,34,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,- [ ] 真实样本缺失记blocked，不得换一个更容易且非排他的样本。
A13-047:L0038,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,38,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| 错误实现 | 必须杀死它的门 |
A13-047:L0040,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,40,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| 在resolver加 `if Dropbox/dayu/companies` | AST硬编码门 + fourth-root core diff=0 |
A13-047:L0041,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,41,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| 给CatalogStore加`read_only=True`但仍初始化 | 不存在DB/OS只读/live WAL/写syscall测试 |
A13-047:L0042,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,42,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| runtime policy可选，缺失退v1 | RuntimeContext必填 + resolve/ensure/close-gap snapshot一致性 |
A13-047:L0043,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,43,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| v1结果后贴v2 policy hash | policy canonical hash重算 + stage trace reader版本 |
A13-047:L0044,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,44,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| Dropbox canary在companies另有副本 | root unique sample registry + selected root/location断言 |
A13-047:L0045,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,45,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| JSON sidecar变成annual report | primary-role=0 + persist→resolve负例 |
A13-047:L0046,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,46,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| `newer_revision`只展示不下载 | amendment provider spy + actionable集合断言 |
A13-047:L0047,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,47,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| artifact缺source hash仍复用 | source_sha required + source-change invalidation |
A13-047:L0048,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,48,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| INSERT artifact当成LLM调用 | invocation start/result/cache journal与spy对账 |
A13-047:L0049,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,49,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| 返回`producer_events`就称scheduled | 真demand row、worker PID/claim、artifact持久化、second-run-zero |
A13-047:L0050,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,50,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| private Dropbox直接外部LLM | privacy/rights/receipt gate + egress spy=0 |
A13-047:L0051,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,51,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| filename确认券商报告实体/日期 | 首页/section/table identity冲突golden |
A13-047:L0052,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,52,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| PDF cell平铺bullet称表格保真 | row/column/merged/footnote/page oracle |
A13-047:L0053,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,53,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| resource写成reserve | predicate+basis mutation |
A13-047:L0054,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,54,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| 已披露权益产量再乘持股 | Kamoa/Porgera口径测试 |
A13-047:L0055,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,55,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| 80%受控子公司收入只并80% | consolidation test |
A13-047:L0056,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,56,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| equity-method项目并入集团收入 | consolidation inclusion=0 test |
A13-047:L0057,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,57,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| 产量×价格直接称逐矿收入 | external segment reconciliation gate |
A13-047:L0058,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,58,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| 2028目标支撑2030参数 | covers-until temporal mutation |
A13-047:L0059,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,59,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| generator只过自家linter | real validate_document + draft full run |
A13-047:L0060,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,60,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| validate-only先formal后删文件 | syscall/registry before-after不可逆门 |
A13-047:L0061,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,61,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| draft走formal gate | Draft/Formal union contract tests |
A13-047:L0062,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,62,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| registry先append再写文件 | fault-injection publication transaction |
A13-047:L0063,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,63,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| 复制claim/拆参数提高confidence | metamorphic anti-gaming suite |
A13-047:L0064,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,64,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| 测试ID出现就算coverage | CA-105 current execution artifact |
A13-047:L0065,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,65,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| workflow有脚本就算动态审核 | scheduler/run freshness/alert self-test |
A13-047:L0066,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,66,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,| 为让R9绿删除/skip测试 | mutation + new journey + caller/hit/rollback联合门 |
A13-047:L0070,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,70,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,1. 只添加RED和独立oracle；运行并保存首败。
A13-047:L0071,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,71,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,2. reviewer确认RED能杀死目标缺陷，才允许产品改动。
A13-047:L0072,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,72,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,3. 做最小实现，禁止顺手迁移/删除/改schema版本。
A13-047:L0073,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,73,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,4. focused GREEN；重跑旧相邻测试，确认没有改坏正确行为。
A13-047:L0074,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,74,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,5. owner repo format/lint/type/unit/contract/integration/coverage/complexity。
A13-047:L0075,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,75,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,6. affected sibling + exact current triplet T1。
A13-047:L0076,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,76,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,7. fault/mutation/race/idempotent second invocation。
A13-047:L0077,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,77,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,8. 需要数据/路由时只做副本dry-run→shadow→rollback；生产apply必须等rollout phase。
A13-047:L0078,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,78,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,9. 生成implementer receipt；不得改accepted状态。
A13-047:L0079,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,79,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,10. 独立reviewer在clean checkout重跑；closure validator单独推进状态。
A13-047:L0081,A13-047,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,81,insufficient_evidence,五问/RED/禁行/固定步幅/独立review规则严谨，但原始需求与card语义等价没有可执行检查。RED取glob新test=0可证明没有测试文件，不能证明用户行为失败。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:11; assurance/unified_completion/receipts/CA-302/00_wu_card.md:11,若一项失败，回到对应步骤；不得把多个失败揉成“大致通过”。
A13-048:L0085,A13-048,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,85,contradicted,原不可用fixture替真tier、未满自然窗不能接终验、不得把部署留空；后卡明文排除真实动作但同IDaccepted。正确做法是mechanism_pass与business_pending分子节点。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:13; assurance/unified_completion/receipts/CA-301/00_wu_card.md:13; assurance/unified_completion/receipts/CA-304/00_wu_card.md:13,- 外部 roots（Dropbox/dayu）任何文件/mtime/权限/sidecar零写。
A13-048:L0086,A13-048,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,86,contradicted,原不可用fixture替真tier、未满自然窗不能接终验、不得把部署留空；后卡明文排除真实动作但同IDaccepted。正确做法是mechanism_pass与business_pending分子节点。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:13; assurance/unified_completion/receipts/CA-301/00_wu_card.md:13; assurance/unified_completion/receipts/CA-304/00_wu_card.md:13,- 下载只到受管 staging，再由canonical writer提交companies；无授权 discover/fetch/commit全为0。
A13-048:L0087,A13-048,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,87,contradicted,原不可用fixture替真tier、未满自然窗不能接终验、不得把部署留空；后卡明文排除真实动作但同IDaccepted。正确做法是mechanism_pass与business_pending分子节点。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:13; assurance/unified_completion/receipts/CA-301/00_wu_card.md:13; assurance/unified_completion/receipts/CA-304/00_wu_card.md:13,- migration先副本、dry-run、计数守恒、batch journal、resume、idempotence、rollback visibility。
A13-048:L0088,A13-048,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,88,contradicted,原不可用fixture替真tier、未满自然窗不能接终验、不得把部署留空；后卡明文排除真实动作但同IDaccepted。正确做法是mechanism_pass与business_pending分子节点。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:13; assurance/unified_completion/receipts/CA-301/00_wu_card.md:13; assurance/unified_completion/receipts/CA-304/00_wu_card.md:13,- 不可证明的legacy artifact保留但隔离，不能猜source hash、producer或实体。
A13-048:L0089,A13-048,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,89,contradicted,原不可用fixture替真tier、未满自然窗不能接终验、不得把部署留空；后卡明文排除真实动作但同IDaccepted。正确做法是mechanism_pass与business_pending分子节点。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:13; assurance/unified_completion/receipts/CA-301/00_wu_card.md:13; assurance/unified_completion/receipts/CA-304/00_wu_card.md:13,- prompt/private历史审计不能把“缺证据”解释成“安全”；先封堵未来路径，再决定历史处置。
A13-048:L0090,A13-048,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,90,contradicted,原不可用fixture替真tier、未满自然窗不能接终验、不得把部署留空；后卡明文排除真实动作但同IDaccepted。正确做法是mechanism_pass与business_pending分子节点。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:13; assurance/unified_completion/receipts/CA-301/00_wu_card.md:13; assurance/unified_completion/receipts/CA-304/00_wu_card.md:13,- 用户dirty文件不入diff、不stash、不reset、不覆盖。
A13-048:L0094,A13-048,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,94,contradicted,原不可用fixture替真tier、未满自然窗不能接终验、不得把部署留空；后卡明文排除真实动作但同IDaccepted。正确做法是mechanism_pass与business_pending分子节点。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:13; assurance/unified_completion/receipts/CA-301/00_wu_card.md:13; assurance/unified_completion/receipts/CA-304/00_wu_card.md:13,| 层 | 必须行为 | 不能声称 |
A13-048:L0096,A13-048,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,96,contradicted,原不可用fixture替真tier、未满自然窗不能接终验、不得把部署留空；后卡明文排除真实动作但同IDaccepted。正确做法是mechanism_pass与business_pending分子节点。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:13; assurance/unified_completion/receipts/CA-301/00_wu_card.md:13; assurance/unified_completion/receipts/CA-304/00_wu_card.md:13,| T0 | pure/schema/property/contract | 跨仓生产接线完成 |
A13-048:L0097,A13-048,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,97,contradicted,原不可用fixture替真tier、未满自然窗不能接终验、不得把部署留空；后卡明文排除真实动作但同IDaccepted。正确做法是mechanism_pass与business_pending分子节点。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:13; assurance/unified_completion/receipts/CA-301/00_wu_card.md:13; assurance/unified_completion/receipts/CA-304/00_wu_card.md:13,| T1 | 临时roots/catalog、三个真实subprocess、边界spy | 真实49GB catalog/个人PDF/provider完成 |
A13-048:L0098,A13-048,audit_review/2026-08-13_three_repo_completion_rebaseline_plan/weak_model_execution_checklist.md,98,contradicted,原不可用fixture替真tier、未满自然窗不能接终验、不得把部署留空；后卡明文排除真实动作但同IDaccepted。正确做法是mechanism_pass与business_pending分子节点。,assurance/unified_completion/receipts/CA-206/00_wu_card.md:13; assurance/unified_completion/receipts/CA-301/00_wu_card.md:13; assurance/unified_completion/receipts/CA-304/00_wu_card.md:13,| T2 | 真实catalog和roots只读、unique samples | 网络下载/生产切换完成 |
