item_id,source_file,source_line,historical_state,conclusion,reason,review_mode
WU-701,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,698,see original dated registry,superseded,sidecar完整才可复用；缺字段应indexed_only，不能把拒绝当bug或自动猜测补齐。,independent_obligation_and_successor_sufficiency_review
WU-702,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,711,see original dated registry,superseded,focus字面迁配置是明确原目标；FC1201允许界定延期，不得将棘轮通过写作已清零。,independent_obligation_and_successor_sufficiency_review
WU-703,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,720,see original dated registry,superseded,强证券身份与新公司无companies目录是不同负例；合成紫金文档跨公司无法覆盖。,independent_obligation_and_successor_sufficiency_review
WU-704,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,730,see original dated registry,superseded,14个Dropbox场景独立保留，排他真实样本后来获用户放宽不改变fixture全部行为义务。,independent_obligation_and_successor_sufficiency_review
WU-801,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,759,see original dated registry,superseded,SQLpushdown旧弱断言由FC703纠正；应保持WHERE内实义验证，而非名字子串。,independent_obligation_and_successor_sufficiency_review
WU-802,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,768,see original dated registry,superseded,多location必须逐个存在/hash/policy过滤；选择companies重复件不能证明外部独有根。,independent_obligation_and_successor_sufficiency_review
WU-803,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,780,see original dated registry,superseded,同一snapshot bundle仍须producer真实列/路径匹配；906d曾发现两个生产缺口。,independent_obligation_and_successor_sufficiency_review
WU-804,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,788,see original dated registry,superseded,旧shadowdiff只对样本成立；需当前candidate/selected/reason差异，不能只看成功率。,independent_obligation_and_successor_sufficiency_review
WU-805,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,797,see original dated registry,superseded,100k/1m规模与300/750ms/256MB原阈值保留；旧23k查询延迟不是等价规模证明。,independent_obligation_and_successor_sufficiency_review
WU-806,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,807,see original dated registry,superseded,active失败应failclosed且下一请求回退，不能同请求静默v1；缺当前负例逐cohort记录。,independent_obligation_and_successor_sufficiency_review
WU-901,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,830,see original dated registry,superseded,默认dryrun及resume绑定机制可保留；当前完整库故障恢复证据需新snapshot，不运行生产迁移。,independent_obligation_and_successor_sufficiency_review
WU-902,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,842,see original dated registry,superseded,存量强绑定与输入守恒需独立实体/period检查；7718unbound不能为了指标强绑。,independent_obligation_and_successor_sufficiency_review
WU-903,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,851,see original dated registry,superseded,Dropbox遗留保持retired/indexed_only是正确护栏；不能以canary需求自动写sidecar。,independent_obligation_and_successor_sufficiency_review
WU-904,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,860,see original dated registry,superseded,restore需精确ID/字节/evidence/批准；FC906c按created_at时间删除回滚方案不能作为通用安全实现。,independent_obligation_and_successor_sufficiency_review
WU-905,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,874,see original dated registry,superseded,catalog切换原目标含exact/latest/bundle/worker；局部reader绿无法代表全六步上线。,independent_obligation_and_successor_sufficiency_review
WU-906,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,888,see original dated registry,superseded,两份独立副本ABCDE恢复路径与RTO原义务未获本轮新证；不操作生产库。,independent_obligation_and_successor_sufficiency_review
WU-1000,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,912,see original dated registry,superseded,真实source_preparation入口存在，但源准备不是正式预测；当前0/3链阻断未进入引擎。,independent_obligation_and_successor_sufficiency_review
WU-1001,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,928,see original dated registry,superseded,原子SourceBundle输出应区分stdout协议/阶段错误；当前上层stderr截断丢机器结构。,independent_obligation_and_successor_sufficiency_review
WU-1002,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,938,see original dated registry,superseded,filing保真与policy/path/hash适用边界须随最新R4版本矩阵复核，不能继承所有旧兼容宣称。,independent_obligation_and_successor_sufficiency_review
WU-1003,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,948,see original dated registry,superseded,原要求失效角色调用producer；当前只返回DAG角色列表，ProcessingDemand在成功后内存enqueue，缺真worker闭环。,independent_obligation_and_successor_sufficiency_review
WU-1004,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,958,see original dated registry,superseded,可执行文档与实际source-preparation应同步安装副本；文档更新不能先宣称全链闭合。,independent_obligation_and_successor_sufficiency_review
WU-1005,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,967,see original dated registry,superseded,逐consumer协议发布与回退是独立部署步骤；版本字段存在不是N/N-1所有方向测试。,independent_obligation_and_successor_sufficiency_review
WU-1101,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,993,see original dated registry,superseded,missing/incorrect/unwired要分别登记；latest最新期和更正版、部分覆盖不能合并一例。,independent_obligation_and_successor_sufficiency_review
WU-1102,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1001,see original dated registry,superseded,exact复用旧财报下载0可由09-18紫金两次支持；parser/LLM/审查门未达正式可用仍需区分。,independent_obligation_and_successor_sufficiency_review
WU-1103,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1011,see original dated registry,superseded,多rootcoverage与amendment action必须真实分层测；单FY合成spy不足以覆盖。,independent_obligation_and_successor_sufficiency_review
WU-1104,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1023,see original dated registry,superseded,下载raw落地并非成功；09-18HK/US下载后scan/resolve失败直接暴露原capture后二次resolve义务。,independent_obligation_and_successor_sufficiency_review
WU-1105,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1035,see original dated registry,superseded,跨FY/跨root旧artifact保存+新producer+二次零动作仍需完整真实旅程，不能拿两个单例相加。,independent_obligation_and_successor_sufficiency_review
WU-1201,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1190,see original dated registry,superseded,真实三进程harness有价值，但fixture自带review/完整schema必须另加未经修饰生产配置场景。,independent_obligation_and_successor_sufficiency_review
WU-1202,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1200,see original dated registry,superseded,原文明确前四层不得替代跨仓E2E；FC/CA后继过度汇总是此原义务未保留。,independent_obligation_and_successor_sufficiency_review
WU-1301,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1220,see original dated registry,superseded,真实root不变探针是授权边界，完整/抽样级别须明确；库WAL背景变化不能简单归被测读操作。,independent_obligation_and_successor_sufficiency_review
WU-1302,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1237,see original dated registry,superseded,只读discovery无合格样本0允许；同时明确不等于真实复用完成，原要求应保留。,independent_obligation_and_successor_sufficiency_review
WU-1303,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1250,see original dated registry,superseded,Dropbox-only无样本必须blocked；FC504后用户放宽是批准scope变更而非假造排他成功。,independent_obligation_and_successor_sufficiency_review
WU-1304,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1269,see original dated registry,superseded,真实MD+summary与复制库失效计划尚不同于一个normalized工件T2；按角色分开。,independent_obligation_and_successor_sufficiency_review
WU-1305,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1279,see original dated registry,superseded,taxonomy枚举需跨层一致，现错误尾截断和retryable丢失不支持全trace完整。,independent_obligation_and_successor_sufficiency_review
WU-1306,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1294,see original dated registry,superseded,10并发/24hsoak/缓存稳定/无僵尸各需独立数据；CA206测试文件纯函数完全不等价。,independent_obligation_and_successor_sufficiency_review
WU-1401,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1310,see original dated registry,superseded,精确三仓commitmatrix与安装路径不能依赖本机sibling偶然布局；旧worktree失败曾靠junction修复。,independent_obligation_and_successor_sufficiency_review
WU-1402,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1332,see original dated registry,superseded,12定向mutation只覆盖预先定义攻击，需增加生产配置与无review完成路径oracle，不以kill数字替代。,independent_obligation_and_successor_sufficiency_review
WU-1403,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1353,see original dated registry,superseded,逐波go/no-go是发布过程；仓库代码完成不会自动触发生产配置迁移。,independent_obligation_and_successor_sufficiency_review
WU-1404,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1371,see original dated registry,superseded,五种rollback分开证；错误后缺结构阶段让用户无法选择正确修复路径。,independent_obligation_and_successor_sufficiency_review
WU-1405,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1383,see original dated registry,superseded,任一commit变化manifest应失效；现117accepted冻结旧triplet，不能作为今日保证。,independent_obligation_and_successor_sufficiency_review
WU-1406,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1389,see original dated registry,superseded,机器state与原始业务验收要同义；CA305只查accepted会循环证明已缩范围义务。,independent_obligation_and_successor_sufficiency_review
WU-1500,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1410,see original dated registry,superseded,旧实现可用与两个自然零hit窗口同时成立才退役；旧观测计算器测试不满足。,independent_obligation_and_successor_sufficiency_review
WU-1501,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1420,see original dated registry,superseded,hardcode清理需逐批可回滚和真实caller0，当前索引漏符号使零结果不能当完整性证明。,independent_obligation_and_successor_sufficiency_review
WU-1502,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1436,see original dated registry,superseded,保留历史raw并明确N-1窗口是正确目标，删除后继不能代替历史数据可读恢复验证。,independent_obligation_and_successor_sufficiency_review
WU-1503,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1446,see original dated registry,superseded,三SKILL/README/help/样例/安装态一致性需现版本证据；09-18仍发现3.6/3.7文字漂移。,independent_obligation_and_successor_sufficiency_review
WU-1504,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1458,see original dated registry,superseded,独立复审确实曾抓FC703/705/802问题；范围冻结和跨层审查需要加强，不能否认所有独立评审无效。,independent_obligation_and_successor_sufficiency_review
WU-1505,audit_review/2026-08-09_data_lake_refactor_plan/task_plan.md,1475,see original dated registry,superseded,每历史finding必须关联真实结果、生产观测和残余风险；旧关闭矩阵只把义务转交不等于已兑现。,independent_obligation_and_successor_sufficiency_review
